,exp,Q2,x,cs_h2(nb//),%stat_u,%sys_u,*%norm,*Elab,*E',*y,*value,obs,target,current,lepton beam,units,*epsilon,sin2 theta/2,theta
18,e00116,4.2593,0.6195,0.682,1.36363636363636,1.53958944281525,1.75,5.5,1.83508348950509,0.666348456453621,0.0916278457398108,sig_r,p,e,nc,1,0.505110268015708,0.105501764122329,37.9081711230058
19,e00116,4.3043,0.6294,0.6232,1.39602053915276,1.54043645699615,1.75,5.5,1.85461870817504,0.662796598513628,0.0839877037818995,sig_r,p,e,nc,1,0.509145072912559,0.105493382083113,37.9066077582226
20,e00116,4.3494,0.6393,0.6015,1.41313383208645,1.52950955943475,1.75,5.5,1.87346551415344,0.659369906517557,0.0812607065929755,sig_r,p,e,nc,1,0.512971745591697,0.105526361978077,37.9127586428035
21,e00116,4.3945,0.6495,0.5551,1.44118176905062,1.53125562961629,1.75,5.5,1.89340414391257,0.655744701106805,0.0751665509819795,sig_r,p,e,nc,1,0.517042546900103,0.105497814949973,37.9074345552544
22,e00116,4.4395,0.6597,0.5318,1.44791274915382,1.54193305754043,1.75,5.5,1.91280701022918,0.652216907231059,0.0721273765559896,sig_r,p,e,nc,1,0.520948422814789,0.105497027910451,37.9072877615424
23,e00116,4.4846,0.67,0.5271,1.46082337317397,1.53671030165054,1.75,5.5,1.93207204913598,0.648714172884367,0.0716428061685551,sig_r,p,e,nc,1,0.524786371901511,0.105506135051544,37.9089863392655
24,e00116,4.5297,0.6804,0.5116,1.44644253322909,1.54417513682564,1.75,5.5,1.95127536918582,0.645222660148033,0.0696785255578502,sig_r,p,e,nc,1,0.528577913491553,0.105518399810154,37.911273743734
25,e00116,4.5748,0.691,0.515,1.39805825242718,1.53398058252427,1.75,5.5,1.97092221341093,0.641650506652559,0.0702393332795912,sig_r,p,e,nc,1,0.532446853311354,0.105506677600218,37.909087528266
26,e00116,4.6198,0.7017,0.4624,1.42733564013841,1.53546712802768,1.75,5.5,1.99055157851493,0.638081531179104,0.0631568833250263,sig_r,p,e,nc,1,0.536281213355682,0.105493829628658,37.906691232963
27,e00116,4.6649,0.7125,0.4032,1.51289682539683,1.53769841269841,1.75,5.5,2.01000635918154,0.63454429833063,0.055172282799495,sig_r,p,e,nc,1,0.540039023647075,0.105492655842766,37.9064723019011
28,e00116,4.71,0.7234,0.3493,1.57457772688234,1.54594904093902,1.75,5.5,2.02935999335052,0.631025455754451,0.047840500488367,sig_r,p,e,nc,1,0.543740863398136,0.105496762423822,37.9072382445201
29,e00116,4.755,0.7344,0.2953,1.69319336268202,1.52387402641382,1.75,5.5,2.04868166171941,0.627512425141925,0.0404932768841956,sig_r,p,e,nc,1,0.547405814778176,0.105500218835837,37.9078829100905
30,e00116,4.8001,0.7456,0.2786,1.79468772433597,1.54343144292893,1.75,5.5,2.06828232381929,0.623948668396494,0.0382361995381467,sig_r,p,e,nc,1,0.551103302711324,0.105491576814069,37.9062710437222
31,e00116,4.8452,0.7568,0.2701,1.81414291003332,1.55497963717142,1.75,5.5,2.08730283947222,0.620490392823232,0.0371157139766464,sig_r,p,e,nc,1,0.554632612238785,0.105512415099311,37.9101575966421
32,e00116,4.8476,0.7575,0.2737,1.27877237851662,1.53452685421995,1.75,5.5,2.08876761876614,0.620224069315247,0.037612679284627,sig_r,p,e,nc,1,0.554925680972291,0.105490650355646,37.9060982419077
33,e00116,4.9,0.7707,0.2959,1.18283203785063,1.55457924974654,1.75,5.5,2.11095069611073,0.616190782525322,0.0406958837427634,sig_r,p,e,nc,1,0.559005129139058,0.105510409664059,37.9097835772182
34,e00116,4.9524,0.7842,0.2671,1.19805316360914,1.5350056158742,1.75,5.5,2.1336749958808,0.612059091658036,0.0367548502736243,sig_r,p,e,nc,1,0.563168407235239,0.105502989604171,37.9083996875152
35,e00116,5.0048,0.7979,0.2188,1.23400365630713,1.55393053016453,1.75,5.5,2.15646843219314,0.607914830510338,0.0301177087101386,sig_r,p,e,nc,1,0.567304524242427,0.105492343729581,37.906414087295
36,e00116,5.0572,0.8117,0.1789,1.34153158188932,1.56512017887088,1.75,5.5,2.17890155516089,0.603836080879838,0.0246366574342736,sig_r,p,e,nc,1,0.571315780930666,0.105499363534005,37.9077233860977
37,e00116,5.1096,0.8257,0.1442,1.45631067961165,1.59500693481276,1.75,5.5,2.20138382293966,0.599748395829152,0.0198628219312404,sig_r,p,e,nc,1,0.575296404121533,0.105503884890187,37.9085666664902
38,e00116,5.162,0.84,0.1218,1.55993431855501,1.55993431855501,1.75,5.5,2.22428672961722,0.595584230978687,0.0167723815609662,sig_r,p,e,nc,1,0.579329040300655,0.105488361959855,37.9056714104465
39,e00116,5.2144,0.8544,0.0925,1.83783783783784,1.62162162162162,1.75,5.5,2.24680370219528,0.591490235964494,0.0127360625558554,sig_r,p,e,nc,1,0.583233084794475,0.105491272596088,37.9062143014556
40,e00116,5.2668,0.869,0.0816,1.96078431372549,1.7156862745098,1.75,5.5,2.26931796712639,0.587396733249747,0.011232050209502,sig_r,p,e,nc,1,0.587094834747562,0.105494251342463,37.9067698895085
41,e00116,5.3192,0.8838,0.075,2.13333333333333,2.0,1.75,5.5,2.29181437396472,0.58330647746096,0.0103190891394366,sig_r,p,e,nc,1,0.590911125152613,0.105497993610865,37.9074678779045
42,e00116,5.3717,0.8989,0.0696,2.44252873563218,2.44252873563218,1.75,5.5,2.31457388929042,0.579168383765379,0.00956856450320416,sig_r,p,e,nc,1,0.594740603942807,0.105491634096433,37.9062817279318
43,e00116,5.4241,0.9141,0.0405,2.96296296296296,3.45679012345679,1.75,5.5,2.33698577766146,0.575093494970644,0.00556410757381517,sig_r,p,e,nc,1,0.598455687805533,0.10549914439219,37.9076825134436
44,e00116,5.4765,0.9296,0.0203,4.43349753694581,5.41871921182266,1.75,5.5,2.35967828059114,0.570967585347065,0.00278589586950364,sig_r,p,e,nc,1,0.602189319634157,0.105493965100809,37.9067165007575
45,e00116,5.5289,0.9453,0.8663,2.1355188733695,1.53526491977375,1.75,5.5,2.38228621592586,0.566857051649844,0.144346342870285,sig_r,p,e,nc,1,0.605863462003544,0.105492629174268,37.9064673277594
46,e00116,3.9954,0.53,0.7946,2.21495091870123,1.53536370500881,1.75,5.5,1.48161483686688,0.730615484206022,0.133004718661738,sig_r,p,e,nc,1,0.415181952185017,0.122575102779838,40.987753128272
47,e00116,4.0386,0.5379,0.7645,2.18443427076521,1.53041203400916,1.75,5.5,1.49782142589578,0.727668831655313,0.128593809733509,sig_r,p,e,nc,1,0.418880782207126,0.122559821951366,40.9850833507729
48,e00116,4.0817,0.5458,0.74,2.21621621621622,1.54054054054054,1.75,5.5,1.51365652499686,0.724789722727844,0.125031976842449,sig_r,p,e,nc,1,0.422455879019859,0.12257194093766,40.9872007213389
49,e00116,4.1249,0.5538,0.7246,2.22191553960806,1.5318796577422,1.75,5.5,1.52966055036688,0.721879899933295,0.122933036731975,sig_r,p,e,nc,1,0.426055736481496,0.122573243129324,40.9874282285989
50,e00116,4.1681,0.5619,0.6731,2.25820829000149,1.53023324914574,1.75,5.5,1.54591260765807,0.718924980425805,0.114701949240656,sig_r,p,e,nc,1,0.429703762914587,0.122554852046977,40.9842150071184
51,e00116,4.2113,0.57,0.649,2.29583975346687,1.54083204930663,1.75,5.5,1.56170276437362,0.71605404284116,0.111044762087073,sig_r,p,e,nc,1,0.433202144674108,0.122573086018391,40.9874007796396
52,e00116,4.2545,0.5782,0.6325,2.32411067193676,1.53359683794466,1.75,5.5,1.5777289123882,0.7131401977476,0.108624387387807,sig_r,p,e,nc,1,0.436745225850807,0.122572618222249,40.9873190505637
53,e00116,4.2977,0.5865,0.6119,2.33698316718418,1.53619872528191,1.75,5.5,1.59397295582737,0.710186735304115,0.10551080144304,sig_r,p,e,nc,1,0.440327096167436,0.122555404271964,40.9843114928339
54,e00116,4.3409,0.5948,0.5512,2.44920174165457,1.54208998548621,1.75,5.5,1.60976365171931,0.707315699687399,0.0953965093437302,sig_r,p,e,nc,1,0.44376338959782,0.122573047386736,40.9873940302743
55,e00116,4.3841,0.6032,0.534,2.47191011235955,1.53558052434457,1.75,5.5,1.62576210459638,0.704406890073385,0.0927336443453005,sig_r,p,e,nc,1,0.447235712770733,0.122574681845439,40.9876795869789
56,e00116,4.4273,0.6117,0.5193,2.52262661274793,1.54053533602927,1.75,5.5,1.64195190933861,0.701463289211161,0.0904610299529488,sig_r,p,e,nc,1,0.450738794771195,0.122561999499711,40.9854638081062
57,e00116,4.4705,0.6203,0.4758,2.60613703236654,1.53425809163514,1.75,5.5,1.65831736964747,0.698487750973188,0.0831665832480067,sig_r,p,e,nc,1,0.454267631743757,0.122536583873414,40.9810230544511
58,e00116,4.5137,0.6289,0.4524,2.6525198938992,1.5473032714412,1.75,5.5,1.67423524541615,0.695593591742518,0.0793244020636998,sig_r,p,e,nc,1,0.457654409935862,0.122544416849369,40.9823917159834
59,e00116,4.5569,0.6376,0.4201,2.76124732206617,1.54725065460605,1.75,5.5,1.69032124732138,0.692668864123386,0.0739046289032371,sig_r,p,e,nc,1,0.461065155302397,0.12253991275922,40.981604717665
60,e00116,4.6001,0.6463,0.423,2.67139479905437,1.53664302600473,1.75,5.5,1.70597417413276,0.689822877430407,0.0746094130900398,sig_r,p,e,nc,1,0.464339570296906,0.122566600195896,40.9862676239139
61,e00116,4.6433,0.6552,0.4093,1.56364524798436,1.53921329098461,1.75,5.5,1.72236475914514,0.68684277106452,0.0722325885653068,sig_r,p,e,nc,1,0.467788657231398,0.122540298034108,40.9816720371171
62,e00116,4.6455,0.6556,0.3807,1.57604412923562,1.52350932492776,1.75,5.5,1.72288084548928,0.686748937183767,0.0673947859481206,sig_r,p,e,nc,1,0.467879555831085,0.122561633592905,40.9853998777299
63,e00116,4.6957,0.666,0.3693,1.57053885729759,1.54346060113729,1.75,5.5,1.74168411481844,0.683330160942101,0.0655721905231641,sig_r,p,e,nc,1,0.471794991129686,0.122548576561576,40.9831185301954
64,e00116,4.746,0.6765,0.3606,1.58069883527454,1.52523571824737,1.75,5.5,1.76038322798425,0.679930322184682,0.0642185593713166,sig_r,p,e,nc,1,0.475651971167796,0.122545630575164,40.9826037877987
65,e00116,4.7962,0.6871,0.3687,1.51885001356116,1.5459723352319,1.75,5.5,1.77912995473389,0.67652182641202,0.0658422791654195,sig_r,p,e,nc,1,0.479494487364795,0.122536912117642,40.9810804095572
66,e00116,4.8464,0.6978,0.335,1.55223880597015,1.52238805970149,1.75,5.5,1.7978376756434,0.673120422610291,0.0599830682422198,sig_r,p,e,nc,1,0.4832979055318,0.122531033849912,40.9800532720651
67,e00116,4.8966,0.7086,0.3029,1.55166721690327,1.55166721690327,1.75,5.5,1.81650023741219,0.66972722956142,0.0543742815770928,sig_r,p,e,nc,1,0.487060828584173,0.122528322699152,40.9795795327413
68,e00116,4.9468,0.7195,0.2416,1.73841059602649,1.53145695364238,1.75,5.5,1.83511189214258,0.666343292337712,0.0434818883538043,sig_r,p,e,nc,1,0.490782004209083,0.12252906562118,40.9797093494228
69,e00116,4.9971,0.7305,0.2065,1.84019370460048,1.54963680387409,1.75,5.5,1.85359430480335,0.662982853672118,0.0372533894146942,sig_r,p,e,nc,1,0.494439764575242,0.122540789266725,40.9817578705331
70,e00116,5.0473,0.7416,0.1809,1.93477059148701,1.54781647318961,1.75,5.5,1.87208950623673,0.65962008977514,0.0326960377193319,sig_r,p,e,nc,1,0.498074610497319,0.122549016224076,40.9831953505035
71,e00116,5.0975,0.7529,0.1664,2.10336538461538,1.5625,1.75,5.5,1.89099816176314,0.656182152406701,0.030142742453543,sig_r,p,e,nc,1,0.501784699009218,0.122530285930319,40.979922583021
72,e00116,5.1477,0.7643,0.181,2.04419889502762,1.54696132596685,1.75,5.5,1.90981742006775,0.652760469078591,0.0328450765453725,sig_r,p,e,nc,1,0.505443063172114,0.122517661205574,40.9777165277753
73,e00116,5.198,0.7757,0.1802,1.99778024417314,1.55382907880133,1.75,5.5,1.92801480910151,0.649451852890635,0.0327590730495146,sig_r,p,e,nc,1,0.50891648521189,0.122547153765294,40.982869930403
74,e00116,5.2482,0.7873,0.1649,2.00121285627653,1.51607034566404,1.75,5.5,1.94665569107882,0.646062601622033,0.0300157156744326,sig_r,p,e,nc,1,0.512473647063677,0.122545834144065,40.9826393568862
75,e00116,5.2984,0.7991,0.141,1.98581560283688,1.56028368794326,1.75,5.5,1.9656400497468,0.642610900046037,0.0257073972670884,sig_r,p,e,nc,1,0.516086040226339,0.122523126076611,40.9786714760372
76,e00116,5.3486,0.8109,0.1089,2.20385674931129,1.56106519742883,1.75,5.5,1.98407189779131,0.639259654947034,0.0198791218697634,sig_r,p,e,nc,1,0.519534828902228,0.122534965637497,40.9807402942327
77,e00116,5.3988,0.8229,0.106,1.32075471698113,1.50943396226415,1.75,5.5,2.00282517934778,0.635849967391313,0.0193526335812207,sig_r,p,e,nc,1,0.523033179104956,0.122526919738404,40.9793343813148
78,e00116,5.4018,0.8236,0.0885,1.46892655367232,1.5819209039548,1.75,5.5,2.00385586809586,0.635662569437116,0.0161797869902881,sig_r,p,e,nc,1,0.523219648402996,0.122531948303089,40.9802130601812
79,e00116,5.4602,0.8377,0.0718,1.53203342618384,1.53203342618384,1.75,5.5,2.02554092037468,0.63171983265915,0.0131413606973665,sig_r,p,e,nc,1,0.527219868942287,0.122530681357452,40.9799916787185
80,e00116,5.5186,0.852,0.056,1.78571428571429,1.60714285714286,1.75,5.5,2.04731873830045,0.627760229399918,0.0102622458158461,sig_r,p,e,nc,1,0.531203594434829,0.122523889344993,40.9788048504278
81,e00116,5.577,0.8664,0.052,1.92307692307692,1.73076923076923,1.75,5.5,2.06877366235699,0.623859334116911,0.00953559940887748,sig_r,p,e,nc,1,0.53507252996008,0.122536362779862,40.9809844220694
82,e00116,5.6354,0.8811,0.0503,1.98807157057654,2.18687872763419,1.75,5.5,2.09068827272751,0.619874859504088,0.00923130927330691,sig_r,p,e,nc,1,0.539011321245199,0.122521635002221,40.9784109229603
83,e00116,5.6938,0.8959,0.0407,2.45700245700246,2.94840294840295,1.75,5.5,2.11226182959519,0.615952394619057,0.00747404806357227,sig_r,p,e,nc,1,0.542831927898972,0.122526993236767,40.9793472243474
84,e00116,5.7522,0.9109,0.0182,3.2967032967033,4.3956043956044,1.75,5.5,2.1338734319557,0.612023012371692,0.00334365487246725,sig_r,p,e,nc,1,0.546623471701005,0.122530058459936,40.979882835516
85,e00116,5.8106,0.9262,0.0062,6.45161290322581,6.45161290322581,1.75,5.5,2.15586832779374,0.608023940401139,0.0011390035392964,sig_r,p,e,nc,1,0.550464620223024,0.12251127697046,40.9766009038184
86,e00116,5.869,0.9416,0.578,2.21453287197232,1.53979238754325,1.75,5.5,2.17750125449944,0.604090681000102,0.129057124563661,sig_r,p,e,nc,1,0.554184657178106,0.122513237005713,40.9769434161523
87,e00116,5.9274,0.9572,0.5583,2.20311660397636,1.5403904710729,1.75,5.5,2.19912778653446,0.600158584266461,0.125276073299791,sig_r,p,e,nc,1,0.557865494545422,0.122515514731345,40.9773414412985
88,e00116,4.2816,0.5472,0.5494,2.14779759737896,1.52894066254095,1.75,5.5,1.32912505143456,0.758340899739172,0.124025049348064,sig_r,p,e,nc,1,0.365355246106868,0.14642578710568,44.9966255022987
89,e00116,4.3279,0.5551,0.4809,2.30817217716781,1.53878145144521,1.75,5.5,1.34402280232264,0.75563221775952,0.109080221618595,sig_r,p,e,nc,1,0.368795229266139,0.146368593548239,44.9873555936156
90,e00116,4.3742,0.563,0.4764,2.2879932829555,1.53232577665827,1.75,5.5,1.35850246357656,0.752999552076989,0.108593627423055,sig_r,p,e,nc,1,0.372095941660407,0.146357682858974,44.9855870230891
91,e00116,4.4205,0.5709,0.4544,2.31073943661972,1.54049295774648,1.75,5.5,1.3725813915185,0.750439746996637,0.10413470793173,sig_r,p,e,nc,1,0.375263775841248,0.14638972917994,44.9907814230273
92,e00116,4.4668,0.5789,0.4213,2.37360550676478,1.5428435793971,1.75,5.5,1.38698660535881,0.747820617207488,0.0970236581238903,sig_r,p,e,nc,1,0.378510266947118,0.146386679476143,44.9902871157011
93,e00116,4.5131,0.5869,0.3955,2.47787610619469,1.54235145385588,1.75,5.5,1.40099910592354,0.745272889832084,0.0914909325081964,sig_r,p,e,nc,1,0.381627177175801,0.146424725200435,44.9964534027927
94,e00116,4.5593,0.5951,0.3889,2.46850089997429,1.54281306248393,1.75,5.5,1.41609731069548,0.74252776169173,0.090393467861104,sig_r,p,e,nc,1,0.385042058925185,0.146346516955906,44.9837770270746
95,e00116,4.6056,0.6032,0.3559,2.52880022478224,1.5453779151447,1.75,5.5,1.4300221137586,0.739995979316618,0.0830844860407514,sig_r,p,e,nc,1,0.388101483784784,0.146393158910823,44.9913373214597
96,e00116,4.6519,0.6114,0.359,2.50696378830084,1.53203342618384,1.75,5.5,1.44424136153663,0.737410661538794,0.0841424424560243,sig_r,p,e,nc,1,0.391229295207397,0.146409046044093,44.993912273087
97,e00116,4.6982,0.6197,0.3255,2.642089093702,1.53609831029186,1.75,5.5,1.45873648195547,0.734775185099006,0.0766164088702003,sig_r,p,e,nc,1,0.394419227680339,0.146396931931305,44.9919488548039
98,e00116,4.7445,0.6281,0.2999,2.73424474824942,1.53384461487162,1.75,5.5,1.4734896151761,0.732092797240709,0.0709104818959273,sig_r,p,e,nc,1,0.397665280169855,0.146359423702702,44.9858692091903
99,e00116,4.7908,0.6365,0.2983,2.7153871940999,1.5420717398592,1.75,5.5,1.48785334912242,0.72948120925047,0.070774209177923,sig_r,p,e,nc,1,0.400784409207242,0.146360954520202,44.9861173494539
100,e00116,4.8371,0.6449,0.271,2.80442804428044,1.54981549815498,1.75,5.5,1.50184289989258,0.726937654564986,0.0645818562426716,sig_r,p,e,nc,1,0.403782177011048,0.14639892217349,44.9922714317794
101,e00116,4.8834,0.6535,0.2653,2.7892951375801,1.54542027892951,1.75,5.5,1.51669214317526,0.724237792149953,0.0634443623972804,sig_r,p,e,nc,1,0.4070042057164,0.146353185959029,44.9848580812292
102,e00116,4.9296,0.662,0.2636,1.85887708649469,1.55538694992413,1.75,5.5,1.5306366312589,0.7217024306802,0.0630538630492539,sig_r,p,e,nc,1,0.409959126183195,0.146391849441389,44.9911250803694
103,e00116,4.9759,0.6707,0.2402,1.9150707743547,1.54038301415487,1.75,5.5,1.54532768647338,0.719031329732113,0.0577129406683272,sig_r,p,e,nc,1,0.413103104523306,0.146362014158586,44.9862891125701
104,e00116,4.9786,0.6712,0.2311,1.94720900043271,1.55776720034617,1.75,5.5,1.54612939050703,0.718885565362359,0.0557307095498061,sig_r,p,e,nc,1,0.413270688849552,0.146365499155144,44.9868540128488
105,e00116,5.0324,0.6813,0.2419,1.86027284001654,1.52955766845804,1.75,5.5,1.56265082713751,0.71588166779318,0.0585769941058241,sig_r,p,e,nc,1,0.416749794239395,0.146382960654412,44.9896843494807
106,e00116,5.0862,0.6916,0.2407,1.82800166181969,1.53718321562111,1.75,5.5,1.57982355429331,0.712759353764853,0.0585096727316061,sig_r,p,e,nc,1,0.420385482305309,0.146339702596931,44.9826723894644
107,e00116,5.1401,0.7019,0.2297,1.82847191989552,1.52372659991293,1.75,5.5,1.59641633689368,0.70974248420115,0.0560391176131635,sig_r,p,e,nc,1,0.423837295619824,0.146353368912229,44.9848877378952
108,e00116,5.1939,0.7123,0.1955,1.8925831202046,1.53452685421995,1.75,5.5,1.61314978026975,0.706700039950955,0.0478848462034328,sig_r,p,e,nc,1,0.427307150431795,0.146351173662799,44.9845318875205
109,e00116,5.2477,0.7228,0.1634,2.08078335373317,1.52998776009792,1.75,5.5,1.62993711968264,0.703647796421339,0.0401581687261625,sig_r,p,e,nc,1,0.430769027337657,0.146344184264153,44.9833988898636
110,e00116,5.3015,0.7334,0.1392,2.22701149425287,1.50862068965517,1.75,5.5,1.64676917333935,0.700587423029209,0.034317707074286,sig_r,p,e,nc,1,0.434220232916544,0.146333363915608,44.9816448421666
111,e00116,5.3554,0.744,0.12,2.41666666666667,1.5,1.75,5.5,1.66304995758534,0.697627280439028,0.0296725133626665,sig_r,p,e,nc,1,0.437499205745136,0.146373998939103,44.988231761381
112,e00116,5.4092,0.7548,0.1038,2.69749518304432,1.54142581888247,1.75,5.5,1.67995645212502,0.694553372340905,0.0257516434348749,sig_r,p,e,nc,1,0.440925328817741,0.146356607614273,44.9854127281112
113,e00116,5.463,0.7657,0.1088,2.66544117647059,1.5625,1.75,5.5,1.69688271083249,0.69147587075773,0.0270652012898277,sig_r,p,e,nc,1,0.444333660356264,0.14633785837582,44.9823734294337
114,e00116,5.5168,0.7766,0.1343,2.30826507818317,1.56366344005957,1.75,5.5,1.71333383119354,0.688484757964811,0.0335130523210342,sig_r,p,e,nc,1,0.447593789384821,0.146360056515635,44.9859717861255
115,e00116,5.5706,0.7877,0.1111,2.43024302430243,1.53015301530153,1.75,5.5,1.73028693020867,0.685402376325696,0.0277920834693914,sig_r,p,e,nc,1,0.450963647591179,0.146339365158675,44.9826176886829
116,e00116,5.6245,0.7988,0.0846,2.60047281323877,1.53664302600473,1.75,5.5,1.74670214276639,0.682417792224293,0.021221860033953,sig_r,p,e,nc,1,0.454168149730379,0.146366735718423,44.9870544521496
117,e00116,5.6783,0.8101,0.0708,2.82485875706215,1.55367231638418,1.75,5.5,1.76365588601686,0.67933529345148,0.017800119033355,sig_r,p,e,nc,1,0.457492626102584,0.146346318179712,44.9837448048796
118,e00116,5.7321,0.8215,0.0658,1.51975683890578,1.51975683890578,1.75,5.5,1.78059597672882,0.676255276958396,0.0165473951231485,sig_r,p,e,nc,1,0.460790446921075,0.146327411386531,44.9806798762248
119,e00116,5.7859,0.8329,0.0568,1.58450704225352,1.58450704225352,1.75,5.5,1.79707234542346,0.673259573559371,0.0143205178135618,sig_r,p,e,nc,1,0.463946205855724,0.146346614934683,44.9837929097106
120,e00116,5.7893,0.8336,0.0456,1.75438596491228,1.53508771929825,1.75,5.5,1.79800766526567,0.673089515406243,0.0115252866518963,sig_r,p,e,nc,1,0.464117734155248,0.146356439454399,44.9853854696899
121,e00116,5.8519,0.8471,0.0346,2.02312138728324,1.73410404624277,1.75,5.5,1.81761341025785,0.669524834498573,0.00876772205732232,sig_r,p,e,nc,1,0.467871507893656,0.146343250464751,44.9832475171271
122,e00116,5.9144,0.8607,0.0307,2.28013029315961,1.95439739413681,1.75,5.5,1.83709161705291,0.665983342354016,0.00779683793147183,sig_r,p,e,nc,1,0.471564102180264,0.14633802753269,44.9824008509087
123,e00116,5.977,0.8744,0.0294,2.38095238095238,2.04081632653061,1.75,5.5,1.85631963044534,0.662487339919029,0.00748089617279853,sig_r,p,e,nc,1,0.475161245933706,0.146355085474499,44.9851659914443
124,e00116,6.0396,0.8883,0.0238,2.94117647058823,2.94117647058823,1.75,5.5,1.87577058980679,0.658950801853311,0.00606778442931581,sig_r,p,e,nc,1,0.478784536382429,0.146354396544595,44.9850543165489
125,e00116,6.1022,0.9024,0.0118,4.23728813559322,4.23728813559322,1.75,5.5,1.89542125996159,0.655377952734257,0.00301336278802696,sig_r,p,e,nc,1,0.482427172267271,0.146338301216664,44.9824452169076
126,e00116,6.1648,0.9166,0.0083,6.02409638554217,7.2289156626506,1.75,5.5,1.91485847158336,0.651843914257571,0.00212319002137782,sig_r,p,e,nc,1,0.48598618522102,0.146338847479665,44.9825337696837
127,e00116,6.2274,0.931,0.2387,2.2622538751571,1.55006284038542,1.75,5.5,1.93446874878332,0.648278409312124,0.0973918378570179,sig_r,p,e,nc,1,0.489557489413805,0.146326290637504,44.9804981895073
128,e00116,6.29,0.9455,0.216,2.36111111111111,1.52777777777778,1.75,5.5,1.95385672679137,0.64475332240157,0.088723686085214,sig_r,p,e,nc,1,0.493043905423968,0.146330632634775,44.981202075583
